review_id,predicted_star
ZAuj3ifJyeUp34Up3Zk-jQ,4.0
aztcfNCKGg3wGpmvuORn_Q,5.0
L_VMvEHDsBb0U6XtsTQrjg,4.0
j0QrOuJj2bc38YWYOn77bQ,5.0
qjGHHJvVTGMkeB8m0_pJgg,3.0
ZPM4-jgfcTPkmM2MYaGYPQ,5.0
r0oNF1Ee_IMip0iJdkT3jw,2.0
ePwsNIPpvRkqYuMGgfSr7w,5.0
PAthFC7CJpHUSW447XWTkA,2.0
Vq2H9YobFX5T1-YPhEu-fQ,4.0
8jDaAJ0m_BDyQwW1rRd4Qg,5.0
WAaBrSDTRgFGj3jDes1HNw,3.0
Ho0sZa_iXC369cQtxpPPuQ,5.0
jsr4XFJXD6nrjSSz7UJzug,5.0
ThyHPHWobUZPR89XspEFpQ,3.0
T08F-CfHMFh5KjBOPDiLSQ,3.0
00Zg0JUo6xRRrKgbWbnlxQ,2.0
B06VWX47oORTr6lwF9zjTA,4.0
RRhAeIwI6w3I0HEoZOg1EA,2.0
1FOf4p1VEW4YIj_fthdlmg,5.0
N9mQEJcTtMMaWgmAebcvRw,4.0
ltRXsIa3nBnsQ16Wv66VWw,2.0
XKqyid0gsb0ikFZukO0OOw,5.0
IDXwXS_BtT8Jv5dtM7ZyQg,2.0
Z1mWLnFci6oc6-2raQvfOQ,4.0
Exgxl5JFI48DaHL4T5_NJQ,2.0
3rx70DUyBHeCPObxrlN7Og,5.0
DC6kZumYR2AhWuXRK9K47A,5.0
HWg7xp3ISEO4erMf6pX7-g,4.0
XUaQL3tz813IvhLwULY3Qg,3.0
xRlYXi0d4iAVIqPM-zAo2g,1.0
mAPdXH1eLEJfdjidJu_LKA,2.0
gaUMr0VCTE1U1IpFmDy3Gw,4.0
j-3DsnbjVqrpoG1ZwSEbHw,5.0
Tnbfl82uVKogaU06vvJOVA,5.0
G3slOJSxGwveCl17_ZB_KA,2.0
XCcMzIDarPsq2B46mG2QpQ,1.0
amvNUEuzV2wAzv2rOEg5BA,3.0
d3YkNqM1yRy-ghGt9nhC0g,5.0
KrgagRAqXUcoYhtgnsGUcQ,4.0
9FXOMofQjTkX-aVDElh9KQ,4.0
JoxZzCCdLlECmSkNdyjUDw,5.0
YZZNziFxEuZWt4nCQT6CMQ,2.0
Bsm_JLX-1YmJK_6ys3fqEQ,5.0
fu3PK_3O2x2klFyjcIsG7A,5.0
Ke2QkwVhrB4OvcnWHVM2Fw,2.0
cfNTQDcRc40uzK8pJKlcwg,3.0
X_3BJrqCQKLjJ74L5Xq0-w,3.0
bUu9_lSbgi8lbhh5iZ-uzQ,4.0
NxlXO_BH8bJ8OtZXmfhXag,1.0
M21EBjyuVediCvWPEs-W0g,2.0
-ep4NIA9_YXSlc2emblXlQ,5.0
0aae2-bP8qn44iYi7j2pyQ,3.0
IhAC_sQ12jHppOKv6Z91IQ,5.0
4W0Y7c6PHuwKbn5VxtHXfg,4.0
g3e8wC_0R8zMdUv63LxFOA,4.0
xfaxbxcmQwrFIL5Dsn-b6A,4.0
xk800FEmgZomO47xkAv0KQ,3.0
ujiN_KGWgpMrNsVtKju3zA,3.0
dfqOYH-rbPW8p_y30n_4jg,4.0
5AZMHrNSCFnV6OHApZvFvw,4.0
7A1voLn7oXP-CbQ-anB_JQ,4.0
N9l8oWiDVWrumj1a4mMs4g,5.0
wHLUerC85luCwmgZ-lh6EA,5.0
J629DOs25SUI6Q3pt-SrtA,5.0
zn3ErdCtYXdAWwVIxjfrFA,5.0
QcBeHM-KfGZQlMH1g3TI8Q,4.0
bCai-Y4-qM82ahf9H59dPQ,4.0
jpbQsv-275GQ6wQtU54gMA,5.0
Y2fBpFlgYebyYj2FgTVnpA,5.0
e_ky9foiR9B8pcWbgJ--VA,4.0
nruAvohCqTpeOxdAVlgC3g,4.0
Yiz28nV5UDXjfZNxNqrAZw,5.0
VrqvwORZ3hE21OhXWIryMg,4.0
sh9QdRqy9tO5_3LumkmYGw,5.0
3d99OlyaajvaA4Qy4-VWOw,5.0
ai3SiTJ1NTYpNIsD40GLtg,5.0
f1VUmSHySRItFbUf1kxnHw,4.0
TxvcT7Aex9PwSGHzrkFkQA,5.0
WL2kbL5aP8UJxmoaFITtYg,4.0
RsICdyY5rAiP9HqUllFR-Q,5.0
yAHp-rTeo8Gy05fi0WJzNg,5.0
8Q--TM1o__cL0dd5XzmW-w,3.0
zUK1IGLq7o4SFtzdqNtnyQ,5.0
982tGaX1geefMQtcTmQBYw,4.0
1tLfzEJJhfgDXYuBXBtg0g,2.0
N8WZlCOPvKMsDClh68wU8Q,3.0
prab7Q2Iah2qIEMo2cfJxQ,2.0
9pgsXc0ngmfwUiEGT33ESA,5.0
Uq2Aauga3wOEHSgf78-7qA,5.0
1SzZNcoNWIPKWPoCk6BdVw,4.0
EznBGUQJy-sk1yRTr5CY4w,5.0
mVwtpN-0HUrvQH3hgebDZA,4.0
ltFKG-ax36W_B9mUR4IrQQ,2.0
uOdVOHt2IwBpWYpk_WCeYA,4.0
jomrq9YCs0wnpI9DsNKjlQ,5.0
huULNXcOaxejlVTcrHdcCg,4.0
5OKtAD6Gg0tDvfctKd3i4A,4.0
q0UkWsL45vd5vizJnzGg3w,4.0
SfaseNXL5p7_XEPVGrNcSw,4.0
AS9rszFM8IvhCHPS-SVoow,2.0
ghfdFbbbfxjhOfTD6PvBTg,3.0
Fy8MP1P7kdbg4ix_dozSiw,4.0
xUg8aDyOWHdwS5nph8oOzA,4.0
Jxc9HNHofXEIh0N_CbxqaQ,5.0
rtJ4uy_-RKV2vOhiYxZATQ,4.0
ZRSn1BvgG2CMSt0xo1y-Pg,1.0
t9mXOljGHH7sOVg2dbx2Mw,4.0
U8Hn762MuIMn5aEIGK7yCA,4.0
YJR5iQBQEgHuDuLpFWzPew,5.0
yTACZFd0rexl0x7RftII8Q,1.0
YOs5VAjj2Uf0ZCwQxO4Plg,3.0
mQ7CC_YVSFVC7br6Y8RJ9Q,5.0
NsaDPH2ZhSRgH2axF-iDZA,3.0
KzE-fe27el2cbyA6gBfEkw,4.0
dgqfzgxD8aiRclmFnTnO-w,3.0
8BqLuhEbGmWavi8cg5T-vQ,4.0
t00zprRjC3iRavRfcDNsQw,1.0
cp3U0J1To4nQCuBTAX3shQ,3.0
Fe2-pWSus96jM9oSXFJhNw,2.0
5mnhmZEQuNVrX_62NBeozg,2.0
FXVqKWEaboXqBz64Df8EMw,3.0
BOFzevn0VAGCMqA8doL2aw,2.0
S-1hih7v47ilI6fcpsNY4g,4.0
YwKLCdHTaJP5pn5DijS9Zg,3.0
dxIlgoODBjvJ_dHS9J9m_Q,4.0
pgztbA9n2Ig29CnlTwDYsg,5.0
VSfqBd7rmYLpapyIZ1yX6w,4.0
5kZSlmuaHkJLpN5E8RFIBw,3.0
HYMyA_DGEG-ETNEC-bq-dA,3.0
D_RH27qMR0ZbH5CFvbT66g,4.0
EcM3wPXUpGxivgT8C_qOuw,4.0
Epmm8GYLvO-NLhyWzr8uxA,4.0
Gs4Z1cyH0ACl6K5995dorQ,2.0
Xp6JuhRMr5Rul7BnvFLF7Q,5.0
8nDFXlqZyNPm_W4Tbei8pg,5.0
e4pEjjidb7wsfVZ-jP768w,1.0
x7UPoUtoUw_e9ic1KkvL2Q,5.0
uHTf1_5e5CqryiG_sJJjqA,5.0
oE84c9zEnEnBp-ObvpRQNw,4.0
mawtpWcz627LpN6h4xPt3w,3.0
U7XGfAskCPeElQsTOc040g,2.0
OIhZZxI3RES2PI84QGT50w,1.0
FLlyIOqcPFTsbWddZ3WNbQ,4.0
gzxp-k2j0Z5xeHAiW4wgUg,5.0
Wj1SMzxtXbBkRU18vWPo0A,2.0
B01zVzEq26DHiV9kVB0bkQ,3.0
enP7F0LVsA17g-BovFoBXw,5.0
yScelOayTKjfu56N_p9fvw,5.0
py7Tm3YVLmHhu1YYm9K5og,2.0
LW-9X08lIi6WBRsqKUI4vw,4.0
7b3izy-2fzhhKrZMnDZ5Tw,4.0
eOEPbW8I8EdWO0n51gbygA,1.0
D8GANuTCtbBnRaOEuVDhlQ,4.0
4vV1uWLT3Y9mD2urOCFg7Q,3.0
3Kvk8bEWeGUME8kf9oBfcg,2.0
JCKf2K_UclW7EmnQvw8W7Q,4.0
3y8K1eKJdTwsrbXhRIhF6g,5.0
q-fIsShNQZmlKqigQdnjaQ,4.0
uDbtdfjNK1FORmOvtfgQzA,5.0
DZpZoSNnhW0C8ZsGg9nkLw,5.0
9PwuckAIg6aVtkC7xv1eKg,2.0
ngD2qmIV4tTE1qnH59YDAw,4.0
JCS9SSz4WFHIAHiyiewZKw,5.0
qwAfp7gIm2i-42Mr9CMX-Q,5.0
ukrPX8KnJDu5hWzENK89Zg,5.0
tmYCV82a1hnuPFI5WZMUYg,4.0
5ivedROQ6QSucR9kp0TBwA,2.0
LMcY3ozu6DgEpqFlaPadWA,5.0
mBXi7otr3YoEMUjX9yKCuw,4.0
tdXaxpL7Ky954mI0W3ffGg,3.0
WL3nP95hMs6HI_bLiGGioQ,4.0
I1Z2xGYIRgPsbTNlODjaKg,4.0
gH9uFPL5IYVYnT3pX_z5Jg,2.0
yJ4udSuPIYgy4IcGTX9f3Q,4.0
NrSgT4SL8WpqXyNOMPdPlA,4.0
b46HWMjTlt8i6v3aNH0N1w,4.0
yiV8tekZAvWt0XOVOH8GLQ,2.0
1fjN5epJscUaAn3WS_Vybg,4.0
GtUXDI9wqvMuZmInjUc5cA,4.0
8u0pyjmCJAtO9qG17i0qVQ,4.0
qNzvHOIM1NegTxv8PigrLA,5.0
7dBmAYnCQDKiqO5aZert5Q,3.0
e2mOLkSIrubV55BcW71TQw,5.0
ZrvsD7PSyPolII3gp4-uHw,4.0
R8bxvitvohzDyez94fhTkw,4.0
R8n4OPC7YHtRDSmqOekdFQ,5.0
1Ytwk8Yx0O5BYYZtl9NzFA,4.0
neu4EQS6XrnTARA3zsVQLQ,4.0
VXH_Zejgo608tIEqE4Tu4g,5.0
rNvmrKUSNZkwR-RK5vtkZw,4.0
-ZHIzrTbF7sBDbY-2WMQRg,5.0
P_-qBNMHw0w7BDqmVkJEdg,5.0
zCC1aPKOnWnjvg7Jng4XhA,3.0
SJ5-bxtrGRLXxbiS328s9g,2.0
dkf2jEZ2wIh1wfEaI0CW5w,1.0
HQdPQQtrurevWwFJNzj0rg,3.0
CApIKhWJgX_RmCse4unD2g,2.0
ixImjBWWClyyc3qiidbFKA,4.0
QW3sPgNap_F5ggfuie6FWA,5.0
MKI6BgzcgG-3TLTuBJUXjQ,4.0
r6TNo0cv_oQ4aRPFm0EYOg,3.0
nHeyoY3Iv_Kkjj6zUTuvEQ,3.0
GZ0JL3E3_OTOhM-4SkWOTA,4.0
KDopUHMU6HWryR-9FWDfRQ,4.0
jzHCkMwmC-KlV6iLgYSVNA,4.0
N9v5dMrT2hIWSaS4S-hTqA,5.0
e07-HJGdNUTSXul06lcwNQ,2.0
Nonmv_EpSQcHC_4nM2sDIQ,5.0
0v2URjutfed-MiUZMjcHKg,5.0
fwvIAYhjcIiBuiS_VcGUQA,5.0
HQEJwsuEhNKibAF0ijc-KA,5.0
gr9nFf_CcDCNCpkuwkOcHQ,5.0
35ztKr4wv5t_2f7scHBIKg,4.0
QHiX4RcZdjqaKr7qxAc2xA,1.0
TtQ6vk5fI3Jz6p_S3tvEBA,5.0
YkhJPYKALGD5qFaqiEpT4g,2.0
1BBiLdQ8bOSZS2gt5uT-MA,5.0
PZiM0MM4e0ptHzX4cDVMLw,3.0
FKLL-gxPSPWwOHfA4B_Rqw,5.0
QnSuLlxhmS7lo6y9fvibzw,3.0
9OMCyC2TakpPm3it2pLhzQ,3.0
-hVp0bUAWsJODNF10qNl4A,5.0
LQGM1-C8490-7Gmnpr8IFA,4.0
vlYEbVlC1T7AngVuaVsJOQ,5.0
u730szRp826YH3uJno9Fdw,5.0
vdweiCfvKr-UFWrc-1KtNQ,5.0
W7gsrmtOG5X3zRrOZUO4jg,5.0
gMQg184VxjM8BUwf5_BwTA,4.0
imrOqk7UgVCw2oTyoiQzuw,5.0
31jbiugyFEpDPSz4_OwB3w,4.0
kP3V-5TWf18sGAEhcA2FaA,1.0
nJl6Eb5ElqoAD1vYSWUl0w,4.0
8zUe_yTCC-gdI19RGtBswA,5.0
1G_Sx-gYfHrI6R7cnu2_2Q,5.0
kQYhAfgaKslFKKYbQuLsWw,2.0
e43lRjKH_vlm19Rtf2DwGA,5.0
RsGw-3Q0JvFfwcN_ESmLjg,3.0
ia0aU3V09vGW-Id7BYOeag,4.0
5z0l1j4Q6gmQ-3u5-2SBow,4.0
31WcadUUSZZ66FmQkUZ2yA,4.0
BTavv71BKXMFQAMSq_bZJw,5.0
Fkm9asoPo2zqk7M4FfCEWg,5.0
0dLXRDvJ4TifRhizVDIzzg,3.0
-WJ8SEN_GW5IiB5LblrS0A,2.0
Q9Lr4GjIRq1OWz8MIg7z0Q,4.0
Jk6sF0QSB288jqxLeM3ziQ,4.0
gdXMTorEl24Vwi0ZDMPMIA,3.0
RRziX2-S2D8ZtEjUKs8YHA,1.0
lO-W4xsBkq6JPjJahPcBAg,4.0
QKQIvuQeu2kDhPIqJ8Arng,5.0
8vlx2Idy4elEzZu2DA4J7w,4.0
KSHLhxPZ8F6pBELcG4rGCw,5.0
QvpR0-HuWu_efeiCwABfsQ,5.0
k0cN-rFMb0xJ3xgAo-pjcA,5.0
_WzE2Wi_apGxIjnnijUwaA,3.0
pVh6qUJsxXTWkb24LRJq1g,4.0
uHvd0O-6CnH1haWuviEnXw,5.0
ZuKtWhg6tG100kIevNhf2Q,3.0
Kkh4xVeibEt1P1XHFb1Xbw,2.0
iycKtxO8zWfnR0QX2OZpJA,3.0
umqvFsx7_0RvFVqK9KLB-w,5.0
XLj4EQ6qsAHgJB-WeNDalg,5.0
9uxvVhVkaIZfdgF1ld858Q,1.0
rDM0l88yAmjRpIehf_RFhQ,1.0
g9DWBfzZZsN9J61xFWIUPw,4.0
QHyBTvZsg5l1Wwuf_kxjfQ,5.0
PyCRz9aoL-g7WihcG6wC-Q,3.0
Ce0K7EvRjw2kIgqbm0czJg,4.0
owQbATdtxhXEfvMQFgyXUQ,3.0
sbuzStnfH78fqPIrsPHpug,3.0
0qKdpRR7nsro_Q09_TQoHQ,5.0
c6Ur1q1OZZEETqRXIl5sDQ,4.0
Rvgo-deqdjaa1xaLb49j4A,3.0
f0GMqhpNq7A8YsjUmsNgKg,2.0
wnjvwaDkZv9KcPepDsg4eQ,2.0
vk0cAG3GKr8IjbYB-nQgNw,2.0
TsgpNt0m_gf_UImurq-oLQ,4.0
Wy4NFjvR1b4O1iYgFStNHg,4.0
OqPQxaJVxtn_BPoMstjA8Q,1.0
PfUw8VQ0qjZKpn8IwS5Pzg,3.0
23fHbJRDouHbD7niEGWrDQ,4.0
Cwz0jWwHNQYWuYEu3BrF5g,4.0
0PzdiTSz6u_fn8T83BI05w,4.0
LCk2ysynVtlQh0HthagOCA,5.0
N-XVAzgWjyBlrEhwI1vX8Q,2.0
3yiekDkvTsYOdRZYrC_vaA,2.0
2Fz_XwvsByHwAudVVMPOpg,3.0
8zO5rRKXq9u8HZQjTIJyWg,5.0
X6KQAABUXlAo2uvSXYp-7A,3.0
FnJhH4VGYbU4ePhhetDFpQ,5.0
owbgcZqEfEcBs_iPBJdVvw,4.0
2ibxjkh0J2bs3LOTCWJFuw,4.0
qcDyX4cQeqRmK08Ozhk30A,1.0
9pT3qn9taBDiQ_HdU3F1HQ,3.0
rz382o0wylwU97g2IEJpOA,3.0
E9RKRQKlMa3OE6U82ceySA,4.0
_GIQtQEMrkt6szuKpYnY7g,5.0
eW6E9mFi6s1zI0ELbw9zHw,5.0
SbJPWdHHWMfkmwnKn4_EvA,4.0
j0ZNmQtEuiFlKGXgHTZd0g,4.0
DK6DgPru2UUnUjQl1oIxcQ,5.0
xpT_et7AFozhq-jwVRfMKw,4.0
N22cPD82drtvrHfmWDK3XA,5.0
jPRf8ISwv6ECPxy8qk924A,5.0
2YALf0yn7Q33sVZYNbaxPw,5.0
E2bZ6rwb8wLqBYyoFCfw1g,2.0
NZ0xh3zek0M3MSDRq4jxyA,4.0
P4XXkrbSBd1zvZ2qyE2FbA,2.0
nXQYACZnGwnm4PFT97uedg,2.0
iTVkJ--vtY-WFoHqd3WVBw,4.0
SUOCnWpVX_hdTfnSvgDHeQ,2.0
pyR4yY2_vy0M_-u7vml-cA,4.0
2SXgE_77nXM53ULnmDP6NQ,5.0
4cS-RSnu_Irn-Ai4T92zKw,2.0
Q0IYzLLuSb9eG7a3lGlbZA,4.0
0UUYya41pWxifDzRFwinsw,1.0
gkGzNiQtneFE0r5Du5Rsng,3.0
18gHvmko23lJ-AkjSBcWrg,5.0
fBiy8F23CTMUd7HcpeHM-g,2.0
g5VONFv41GbYM5KL1mKmKg,5.0
aubrJJ_xiRAOOZhoklKpWA,5.0
nE60oJtLMCp9d3iI0fMexQ,5.0
xbtQVf8Mzl-545j2v3UtcQ,2.0
EOp6kAPn4lhJ_V44iS10aw,4.0
vNcdNPnPaf7hqVOGuz614w,5.0
ADGrAahcCTsYl1CMd6g7Hw,4.0
1xW9tnRc2b0q1ZvP_f2UvA,5.0
-1FbGvBFXB1GjxbmeyLq7A,5.0
Nq-todzh4VN0mWAiTc6sgg,4.0
sFMALciuR5yyCmxqtgQ9hQ,5.0
0ZjJDdWUaG_LBblWhP9o6A,5.0
fQX1HwSBMW9l5KBxKcRZSg,4.0
qKhWsEOE0SA-0lATTSUz1g,4.0
fOjVfbnHVmxv4TxN3D4urA,3.0
IAtdXQ2Nw1831yDJ5TVqnQ,1.0
WL4VSYerm_diLeUbudmVMA,5.0
-xEM2DTqmxzBlZ3HBQZBxw,5.0
Wg_Lov5ioEvEt-YwhMbgYg,3.0
8tbyYshQWnfVUbFeJUSv3w,1.0
zxfI2wKyEENsvQ54JuA8eA,4.0
xuV9iaZcWxsJy_ePIZG82Q,4.0
fUvE-_u9ELxUeZJWmenr8w,5.0
m3hf38UInmvmy5W_5sTZyg,3.0
ez3yQVZ91qEldbTj6eOJQA,4.0
-8wXAX4epL0clCdrXgqLjw,4.0
mp_vAksW3U1XccHceHW7jw,4.0
Mic3oyJnTvFuUc4f_TWxXA,3.0
7bU8nXVRGNItdaDYAtVbWw,4.0
ZOuz7-BRh9HDR-3v-_-FSA,1.0
4KYR3M0NTK1wo1w5sgSKLA,5.0
DBrHSCfWC3ItLdhb1HjP7Q,3.0
20fTvTco2C4vpxcMkUEM4A,4.0
GrRrsd_hXt5QSs73LCSL5A,2.0
UbRcfhYVkFj4ZZJuCdk8BQ,1.0
VD0Xq6PJ8H9uNSwgHr51sQ,4.0
eR6lsr9CgGovwVWtG1Xh2A,4.0
sKXk_WFDJQ1FhW3m8I3Z4g,3.0
Zyvwo16YD8LkJIO35OWFKA,3.0
7Ugk1XQoSRGOo1DtfsDC9g,1.0
CzJ2ymJ9zviZAplvqVh81Q,4.0
_mQGAwoX4NTouQn_BDUztw,5.0
GqXfu2XC3rQ0bktT-ghyRQ,5.0
sSfMeiTJhfYVrXEBmlAg_A,2.0
k2CjU7cRKfu3BpWOoBSG6w,4.0
kUVgmoimpo95GaCoFU1_xw,5.0
Snkhdq9J3IVyUH-eDp1GMw,4.0
s6AJtBZ8U2Du5FOkkVkjow,2.0
M5vFW6uHaxqesf2vZq2PAA,5.0
hpbAe3L14uxG8HdtsJN83w,5.0
jz0yZyx0kr0nwSueh5pTWA,5.0
HNupgAt8ZOzE1wHmxY1LmA,5.0
i9sEIOkd5T85yz92lLJ74A,4.0
gUarAUaa_wu7FDI_34-0mQ,3.0
2vgDiiEMqUxkQVS0TNmlXA,4.0
-mRewceZ97RvUf-IGPVRqQ,4.0
5YDxsUYQWcLHSrxgaGk4LA,4.0
30JZ4FvcpWj-UQvn0zt4Gg,5.0
BzF7ltPMFnvW4ISvwUSsiw,3.0
B_Q-saPXYFVy5SQk3NU7JA,5.0
qWIATfAFcEyMP2rbigGKXw,2.0
Uv2GvbO_OlwlSS2U3MJbNg,5.0
u8R_2LBOaeTflhoKTUdTuw,5.0
WEPtbKsN3t4LRrj6HsFKuw,4.0
61_BVudGhfiuQZSlP-dOOw,5.0
97A1XvTs0EF6k_t-974htw,3.0
tLhxNW8G_Fvz8WxhQXVG9w,4.0
EZRBZDvQt8fUXr0Uy1ukmg,4.0
YcEC4uIkPDSL9AnK70DvNQ,3.0
aGP211GvdV1A_LblR8s6cA,4.0
IYcRRpuf1tn_cZ63V24F9A,3.0
qqkPiNrF7VeICMeXmpj9cg,4.0
eGlqVE46S7EyQ5qeTVQvrQ,3.0
CwqYVc-x0oMKCEhx0I6MWw,4.0
bhP3X2tYsndixsjcDusMuw,4.0
Ko1DPyhbwrL2YJOpDH3fxw,4.0
P6xbkkLh4ECUWg2LqUTO8A,5.0
Y205y4L--0g_wwSeCCeRkQ,4.0
wR3REK0P_vggyaOvCpYqNg,2.0
ngAbfuuC4ZdJwLCTgU9Q1Q,5.0
tt0Q6jjQcGd4TKEMFumh-g,5.0
_bjj8jVPwCd__OQqIXK_dA,5.0
QGh9-hDql_XXcFsihA4log,5.0
xbipyWc13weZ5uQSaf7RVA,5.0
9YQ8QUTbrhcVWGgNthYQZg,5.0
4Os9IwKISTpvKFROHC4rbA,4.0
6p3PrdrQchZF0cUQ2JO91A,4.0
yU7gIcFdtYs1U7bFk7cTnw,4.0
v4eHRcmefPYPicOk--Djow,4.0
umI1euXDHqjWz01C7N6ZOQ,4.0
f28xvywIj87s3IldHNzoeg,3.0
UIyrsapwyhrNzSrvGMRuuQ,5.0
dBuwVwSymDOWnpA9muI9Mw,5.0
DGKxCepm9L_9ySC243hx6w,2.0
uSj5jsUjI0gFXxfPNgCWbQ,1.0
3Gejyz0J-r4N-TFHQDq9RQ,4.0
dWaJMQS47d4kALplaszM-A,4.0
Wh7aKYU6UGIlZcwvDs0bJw,4.0
ANZ77gvucubG5W-DVESKxQ,5.0
vZLE3KmFTJzl3zVEcFQMyQ,5.0
3TaKdrpMkUsA1UI-gtxzxQ,4.0
G4QR8sl1yDhlxTaIfd6NiA,4.0
QuMI138uw80Q7LH9LB4l-Q,3.0
mMErKNpRE3ryaCgPObvXGQ,5.0
Wc-Zneujx1Vp0cBxi1B7Nw,5.0
pdBDLyp3_P1mxf9zBZ0Y1Q,5.0
6pzfzqspHDn6DK67VBwE8A,4.0
3ezzdpN5zUus4QpRnfe6pw,2.0
-B4OLgzmLRpC7AhNtribuA,5.0
OiPX_Qq2VSM7AXNfKzN-pA,5.0
QgfWkxWJT5loF53NeOSeSA,3.0
99ttRm38lyRrqFdxUMAOZA,4.0
PGzp0e8rdTF-DzTXM9tmbg,4.0
pW9AOYfYuCOwF_joGqCdyg,2.0
UOeqcLWS23hgXVZJQwRvpw,5.0
kgUdbvG0xfRkMPZQmoXzUA,3.0
m2_xnMkkDUWavNYh4KCthA,4.0
qJ1cd-uvs7O7KdfdSrwgaA,5.0
5-Zye55Xh-7iAJcxnZNH1Q,5.0
Wn6HJmIt3Cgifi8RubjT7A,5.0
q5v0ZShqrAY267QUjqpBZQ,5.0
5iYxMATOhh68pa_7pTwwhg,2.0
l9Wxf5NsV99UkfVrLuOUrg,5.0
RuaYlU7gXPSHIc0axnvkZw,4.0
DNyboSz-Ubf1W3Jxsd5jBA,3.0
u-WlLPVD_UZOShObkEnAvA,4.0
qNZNRg8mgeMLU8pMJPPOMw,4.0
ueU3k-X4qduwgZ6r_g7EnA,3.0
W7gW1KRukUNiMVljZp4D-w,5.0
Y9pQsT0ra4qMyLIfEWt8Yw,4.0
9qOFKjm6zSJbyMlmoiJlRA,4.0
KpLH8_8oDxa1i-ZXHUv6tQ,4.0
rqJ5jbel5CAvZ4IQ-H9PNw,2.0
xHRlUaGgil2Oeu-xIfQT-w,5.0
f1zwyZ0tCPvovQ00w8MjmQ,4.0
FpYE-AggkklHFozzQ9GdRQ,4.0
E-N0Hk5fUkztbEuZHsls3Q,4.0
xgrYt3_iIj9aLGJndLdQfw,4.0
UkZu1a0AG2Lwhc88nB5C3w,4.0
XaU55G1eSM2W10M3Jm_kuQ,4.0
-BRr7Z0_VqzYs4nalkBPXQ,4.0
ki0jr4yDCmW5NFYKRMdxvA,3.0
c2BCBOcjngPmqB6n297xZQ,3.0
3R30ANSDiltH4loJMyfkxg,5.0
zSgx-J7O3Ov00UH2EL1OMA,3.0
n6DjFWv3RlNLj8uc08_eyw,3.0
Gv8L-Fkyx6BXtDrPzPeVEg,3.0
H03FSlLKnXI_V3I3lm4ciQ,5.0
OkfdUqDRG0ZRILg-JJTXaQ,4.0
TRiGVxyv9QetD6X1LusS_A,3.0
822n-vb2eQ6uElaafbpiUg,2.0
40Qy1LCmH2pm2IZAuYkJFw,5.0
zvh9qTb3OmQoQKLqwLxlYA,5.0
tPBvL6GX70OLKVEStwbBuA,5.0
E-g5ObKWeJjtbY5cRpABHg,3.0
3Ds308ZQYedXe6MDZlPEXQ,4.0
MZ6BII5f1ygHk03YBNM-LQ,2.0
4C9aeWR-T6DHvevaantGAA,2.0
fcHQbSUan1a8rkJcWlhhAQ,3.0
qSfdMX9F6qVkt_FPSXmd0A,5.0
1Bqp9smJZCzG8T1hfQZRSg,2.0
ea7Ms05PUYXGRGXAYav-pA,3.0
fs3lc_nr_Yaqa4VSGV0icA,5.0
g53rI-cG0yza1Qw08L_ncQ,1.0
H5W8RD1q6iUJhF22Kgsjng,4.0
GpeBXpAjjypNFTbYuE2PVQ,4.0
jPEbW_22C7qPU8d_8r4Xlw,3.0
cfclY1yAx7OsL-ECJwOCyA,3.0
TFhLZT-7KgGqnnj3KLRhtA,3.0
GPP-k10Z0NZqqX1xglkJAw,5.0
REyO-2CCrj4rBvurGu9lqw,4.0
Ltc1AHGrHAG2jeFuZ75QkA,5.0
fs71Lpe1Mjvruvq_OuC7bw,4.0
hWXeCe58ymp3V_LP8s5w4A,3.0
AWlk6Nrv0gTB661K2QoBCQ,4.0
dxn5_bwQATraOz5pOafRag,3.0
7pXyK7-m2J_wgzMmJtMF8g,1.0
h7OCcu2GBuXf-45XQQl83g,4.0
k4DIu-dPxWpqHKKVCEANFw,5.0
2gMDVGDGRossDe8FPYdUEA,1.0
WSzOd2C8nhr1nLvqPV7Gyw,3.0
J3XJdBbLNQFH6rHEYFmOxg,4.0
iLnjuCtqO2y8aB-jtVxtrA,4.0
zM7hfGUEKbYQgiB3K7gcDQ,4.0
PJgI-oggQcNdEIvRDxm7Fg,2.0
39CS9uVvALcljdDXLxI2ww,3.0
36LRjPqfA9WvXEFvIsHlhA,3.0
EDk56BmipeFuLQ4ud0q16g,3.0
V2rLn4fY7XIR_blAaR1vuQ,4.0
YDRdn90qMapbunZj86Jf_g,2.0
mO_eBd6Arj0mK5LEQxF1yw,2.0
Uem0-ckjBIzyjl2PsaTYDQ,3.0
SenNPAbsMo4vLF6l5yLZpw,1.0
GT6LLDWB7x4U3KIryVTqTQ,2.0
p7MRoJ4LrfwN7GX1gRdKiw,4.0
x6o14MGxcf7vsZNbyVoKng,1.0
eLPvkQlZgcAQoIYmPm1sQw,5.0
W_ecr3yHdfS4Pcc50KIdtQ,4.0
R4IcAFrMPVvK83ljyeCZUg,4.0
OhTPAirzBrH9wwPm3E9kvA,1.0
FqAfbRNopXXQfFscUU5rkg,4.0
tL3xO_XaLoNGGQr2EN7Mzg,4.0
-Qo6263hcjzQHJG_Ax8fjA,4.0
h0FHT-pxF8DzyqunzfvhnA,2.0
tC3Rq7RlnS-e2ju5QCay4Q,4.0
Alyplr46s6sk0UZZRTvN4Q,5.0
2KwEQEylh23TfuYvd1aSTA,2.0
nUwTlgIrw9mRLT21-Cc8LA,4.0
jPpw6BwIt2QWVyaW-tux7A,5.0
